referencia,doi_articulo_citante,score_titulo
"Kush A. Isoprenoid biosynthesis: the Hevea factory. Plant Physiol Bioch, 1994, 32: 761–767.",10.1360/ssv-2024-0165,0.5
"Trifoni, A., & Shahini, M. (2011). How does exam anxiety affect the performance of university students? Mediterranean Journal of Social Sciences, 2, 93–100.",10.69918/ejte.1558103,0.5
"Haichour, S. and Benabdeli, K. 2022. Algeria's forest ecosystem in the face of anthropogenic and climatic pressures. Geo-Eco-Trop 46(1):109-124.",10.15243/jdmlm.2024.113.5695,0.4
"Klaes R, Woerner SM, Ridder R, Wentzensen N, Duerst M, Schneider A, Lotz B, Melsheimer P, von Knebel Doeberitz M. 1999. Detection of high-risk cervical intraepithelial neoplasia and cervical cancer by amplification of transcripts derived from integrated papillomavirus oncogenes. Cancer Res 59:6132–6136.",10.1128/mbio.00729-24,0.3
"29) Higai K, Otsuka N, Nagai H, et al. Sorafenib Decreases Dihydropyrimidine Dehydrogenase Gene Expression in Hepatocellular Carcinoma HepG2 Cells. Austin J Pharmacol Ther 2018; 6: 1102",10.2957/kanzo.65.81,0.55
"Ojediran TK, Emiola IA. Consequences of defattening and cooking on the proximate and mineral composition of Jatropha curcas Kernel Meal. Int. J. Phytofuels Allied Sci., 2012; 1(1):27-34",10.26538/tjpps/v3i6.6,0.38
"SHAFQAT ZAIDI, R. K. M., TYAGI, S., & Dubey, R. K. A. (2021). Effect of Kalahari Cactus Extract on Appetitte, Body Weight And Lipid Profile In Cafeteria Diet Induced Obesity In Experimental Animal. Annals of the Romanian Society for Cell Biology, 25(6), 13976-13987.",10.55544/jrasb.3.2.43,0.6
"Azoulay, A., and A. Ophir. 2000. “'We Are Not Asking What It Means but How Does It Work:’ Introduction to A Thousand Plateaux.” Theory and Criticism 17: 123–131. (in Hebrew)",10.1080/1472586x.2024.2352305,0.5
"Irfan, M., Muhammad, S., Khan, G. A., & Asif, M. (2006). Role of mass media in the dissemination of agricultural technologies among farmers. International Journal of Agriculture and Biology (Pakistan), 8(3).",10.53808/kus.2024.21.01.1137-ls,0.73
"Yahaya S and Mohamad SS (2019). Factors Influence the acceptance of Al-Rahn among entrepreneurs. Academy of Entrepreneurship Journal, 25(2): 1-6.",10.21833/ijaas.2024.06.006,0.38
"Yu, B.B. 2015. The economic growth effect of industrial structure adjustment and productivity improvement: an analysis based on the dynamic spatial panel model of Chinese cities. China Industrial Economics 12: 83–98.",10.1007/s44176-024-00028-9,0.8
"Mohanty, A. (2021). Gender difference in locus of control: A comparative study. International Journal of Indian Psychȯlogy, 9(4).",10.55860/fyhdb993,0.57
Bauer CJ. The Long View of the Water/Energy Nexus: Hydropower’s First Century in the U.S.A.Century in the U.S.A. Nat Resour J. 2020;60(2):173–206.,10.1007/s40518-024-00237-6,0.5
"Van Roy, P. (2008). Capital requirements and bank behavior in the early 1990s: Cross country evidence. International Journal of Central Banking, 4(3), 29–60.",10.1080/23322039.2024.2322889,0.64
"Carnap, R. The Logical Structure of the World Open Court Publishing, Amazon, ISBN: 0812695232, 9780812695236, 2003.",10.11648/j.ijp.20241202.13,0.5
"Das, P. K., Dangi, R. K., & Naik, I. C. (2020). Career decision and indecision of students at secondary level schools. International Journal of Management (IJM), 11(6).",10.1007/s12144-024-06033-1,0.5
"İlhan Z, Keleş İ. Biotyping and serotyping of Mannheimia (Pasteurella) haemolytica isolated from lung samples of slaughtered sheep in the Van Region. Turk J Vet Anim Sci. 2007; 31 (2): 137-41",10.46810/tdfd.1402193,0.8
"Machinek Marian, „Autonomia jako wartość i problem moralny w relacji lekarz-pacjent” Medycyna Praktyczna, nr 1 (2011): 105-110.",10.36128/priw.vi49.451,0.4
"Zhao, K., Q. Hou, and W. Li. 2021. Spillover effects of economic development in provincial capitals: an analysis based on industrial enterprise data. Economic Research Journal 56 (03): 150–166.",10.1007/s44176-024-00028-9,0.55
"M. Bai, Z. Bai, L. Jiang, D. Zhang, Q. Yao, D. Wei, C. Dong, and K. Xiao, J. Chin. Soc. Corros. Prot. 40, 159 (2020).",10.1007/s11837-024-06421-9,0.1
"Otimenyin SO, Uzochukwu DC. (2012). Spasmolytic and Anti-diarrhea effects of the bark of Erythrina senegalensis and root of Kigelia africana. Asian J. Pharm Clin. Res., 2012; 3(4):11-14.",10.26538/tjpps/v3i6.6,0.45
"Doormaal, J.P.V., Raithby, G.D.: Enhancement of SIMPLE method for predicting incompressible fluid flow. Numer. Heat. Transf. 7, 147–163 (1984)",10.1007/s10596-024-10296-9,0.71
"[11] M. Taşdemir, “Mechanical properties of polypropylene biocomposites with sea weeds,” Nanomaterials Science & Engineering, vol. 1, no. 1, pp. 22-29, 2019.",10.29130/dubited.1184670,0.45
"Muşmal, H. (2006) Beyşehir kazası Kurucaova köyü'nde yaşanan 1909 ve 1932 yılı afetleri ve afet sonrasında yeniden yapılanma faaliyetleri, Selçuk Üniversitesi Fen-Edebiyat Fakültesi Edebiyat Dergisi, 16, 69-90.",10.53472/jenas.1412321,0.5
"Cohen, E., Mesika, R. & Schwartz, Z. 1998. A multidimensional approach to menu sales mix analysis. Praxis, 2(1), pp.130-144;",10.5937/vojtehg72-52600,0.33
"Granet, A.M. and Dobré, M. 2021. City dwellers and the forest in France. Revue Forestière Française 61(5):521-534 (in French).",10.15243/jdmlm.2024.113.5695,0.33
"Cabı, E., & Yalçınalp, S. (2013). Occupational anxiety scale for prospective teachers: A study on validity and reliability. Hacettepe University Journal of Education, 44, 85–96.",10.69918/ejte.1558103,0.62
"<bold>Wang HK, Cochrane T</bold>. Mobility impairment, muscle imbalance, muscle weakness, scapular asymmetry and shoulder injury in elite volleyball athletes. J Sports Med Phys Fitness 2001;41(3):403-10.",10.12674/ptk.2024.31.2.142,0.5
"Kubiak Rafał, „Przywilej terapeutyczny” Medycyna Paliatywna, nr 1 (2017): 12-20.",10.36128/priw.vi49.451,0.2
"Abrantes, G. Impacts of smoking during pregnancy for the child’s growth: systematic review. Revista UNILUS Ensino e Pesquisa. 2020; 17 (47): 83.",10.5902/2236583441816,0.5
"Rucakumugufi, D., Dieng, M., Ntakarutimana, V., Sambe, M.F., Bigumandondera, P., Codou Mar Diop, M.C., 2021. Co-compostage des déchets solides ménagers avec les déjections d’élevage: optimisation du rapport C/N des substrats de départ. Afr. Sci. 18(2), 94–107.",10.1016/j.jssas.2024.08.005,0.36
"Goldstein R. J. (2006), Prelude to McCarthyism: The making of a blacklist, “Prologue Magazine”, 38(3).",10.14746/r.2024.1.5,1.0
"Awdeh, A., El-Moussawi, C., & Machrouh, F. (2011). The effect of capital requirements on banking risk. International Research Journal of Finance and Economics, 66, 133–146.",10.1080/23322039.2024.2322889,0.2
"Southorn W A, Yip E. Latex flow studies. III. Electrostatic considerations in the colloidal stability of fresh Hevea latex. J Rubb Res Inst Malaya, 1968, 20: 201–215.",10.1360/ssv-2024-0165,0.67
"Manav, Ö. (2022). Unemployment coping situations of unassigned teachers. Turkish Scientific Researches Journal, 7 (2), 460-473.",10.69918/ejte.1558103,0.44
"Wu H L, Yu B, Cheng Q Q, et al. Cloning and Characterization of Jasmonic Acid-Induced AP2/EREBP Genes in Laticifer from Rubber Tree (Hevea brasiliensis Muell. Arg.). Chin Agric Sci Bull, 2010, 26: 287–293.",10.1360/ssv-2024-0165,0.82
"Zhao, L., Nolan, M. & Remington, P. L. Mountain bike injury incidence and risk factors among members of a wisconsin mountain bike club. WMJ 122(2), 121–123 (2023).",10.1038/s41598-024-54774-7,1.0
"India., T. o. ( June 20, 2016.). India bans use of cancer-causing additive, potassium bromate, in bread, other food, .",10.21048/ijnd.2024.61.1.34925,0.4
"MARTÍNEZ CROVETTO, R. 1981. Las plantas utilizadas en medicina popular en el noroeste de Corrientes. Miscelánea Fundación Miguel Lillo 69: 7-139.",10.31055/1851.2372.v59.n1.40763,0.33
"Ferin Nakya, Aisha, Andi Muhammad Rifansyah Alghifari, Zulfikar Rizqy Ramadhan, Rizwar Khalifatullah Ahmad, Muhammad Zaini, and Havidz Ageng Prakoso. n.d. “Perbandingan Gerakan Sosial Baru Dan Gerakan Sosial Lama (Studi Kasus Di Myanmar).” JIMPS: Jurnal Ilmiah Mahasiswa Pendidikan Sejarah 8(4):2023. doi: 10.24815/jimps.v8i4.26095.",10.24815/jsu.v18i1.39337,
"Fundali, Irena, Aneta Smolińska. 2015. “Świadomość ekologiczna jako instrument realizacji polityki ekologicznej w Polsce, Stanach Zjednoczonych Ameryki i Australii. [Environmental Awareness as a Tool to Implement Environmental Policies in Poland, The United States of America and Australia].” Rocznik Politologiczny 11: 41-57.",10.21697/seb.5833,0.5
"Y.Hu , V. A.Lopez , H.Xu , J. P.Pfister , B.Song , K. A.Servage , M.Sakurai , B. T.Jones , J. T.Mendell , T.Wang , J.Wu , A. M.Lambowitz , D. R.Tomchick , K.Pawłowski and V. S.Tagliabracci , bioRxiv , 2024.04.24.590974, 2024",10.1039/d4cb00125g,0.0
"Cirianni, F. M. M., Comi, A., & Luongo, A. S. (2022). A sustainable approach for planning of urban pedestrian routes and footpaths in a pandemic scenario. TeMA, 15(1), 125–140.",10.1186/s12544-024-00685-7,0.5
"Manjunatha M, Akshay NK, Jeevan H (2016) Durability studies on concrete by replacing natural sand with M-sand: a review. Int J Emerg Technol Adv Eng 6(3):293–296",10.1617/s11527-024-02357-3,0.88
"Kotlarska-Michalska, Anna. 2012. „Więź w rodzinach wielodzietnych”. Roczniki Socjologii Rodziny, 14: 57-70.",10.14746/tim.2024.36.2.22,0.4
"Pişkin, Z., & Parlar, H. (2021). Investigation of teaching profession in terms of social status and perception, Academic Platform Journal of Education and Change, 4 (1), 1-28.",10.69918/ejte.1558103,0.5
"Supratno, H., Yulianto, B., Darni, Yunus, Indriyanti, A. D., & Bakar, A. (2020). Entrepreneurship Education in Pesantren to Train and Strengthen Santri’s Independence in The Era of Covid-19. PalArch’s Journal of Archaeology of Egypt/Egyptology, 17(8).",10.47134/ijsl.v5i1.309,0.1
"Pathak, R.S.: Certain convergence theorems and asymptotic properties of a generalization of Lommel and Maitland transformations. Proc. Natl. Acad. Sci., India A-36(1), 81–86 (1966)",10.1186/s13660-024-03108-2,0.33
"Mueller, M., Casser, V., Lahoud, J., Smith, N., Ghanem, B., Ue4sim: A photo-realistic simulator for computer vision applications, arXiv, 1708(05869), 1-18, 2017.",10.17341/gazimmfd.1156817,0.86
"Pandey, M., Singh, A., Agnihotri, N., Kumar, R., Saha, P., Pandey, R. P., & Kumar, A. (2022). Clinical Pharmacology & Therapeutic uses of Diuretic Agents: A Review. Journal for Research in Applied Sciences and Biotechnology, 1(3), 11-20.",10.55544/jrasb.3.2.43,0.5
Baruah SP. Exploring the capability of MS EXCEL for constructing bias-corrected and accelerated (BCA) bootstrap confidence intervals to aid in decision-making during an emergency. Spreadsheets Educ. 2023 Mar 10:1–16.,10.24018/ejece.2024.8.3.610,0.83
"C. Zhang, J. Huang, T. Zhang, and Y. Ji, Trans. China Weld. Inst. 33, 97 (2012).",10.1007/s11837-024-06421-9,0.29
"Minchev N.D., Minchev I.N., Minchev Yu.N., On the Dynamic Connection Between the Vibrations of the Propeller and the Main Ship Engine, Mechanics of Machines Journal, No. 105, 2014, pp. 87-91.",10.17770/etr2024vol3.8125,0.5
"Segal LM, Stephenson R, Dawes M, Feldman P. Prevalence, diagnosis, and treatment of ankyloglossia: Methodologic review. Can Fam Physician. 2007;53(6):1027-33. PMid:17872781",10.3889/oamjms.2024.9604,0.33
"Case D.; Babin V.; Berryman J.; Amber 14; university of california: San francisco. , 2014,1-826",10.2174/1570180819666220621164014,0.14
"C. Wetterich, The cosmological constant and the time variation of the fundamental constants. Astron. Astrophys. 301, 321 (2015)",10.1140/epjc/s10052-024-12613-z,0.5
"Lichtwarck-Aschoff, A., Hasselman, F., Cox, R., Pepler, D., & Granic, I. (2012). A characteristic destabilization profile in parent-child interactions associated with treatment efficacy for aggressive children. Nonlinear Dynamics Psychology and Life Sciences, 16, 353–379.",10.1186/s41239-024-00462-5,0.43
"Bungãu SG, Popa V-C (2015) Between religion and science some aspects concerning illness and healing in antiquity. Transylvanian Rev 24:3–18",10.55544/jrasb.3.2.43,0.83
"Yazdanpanah, T., Khodashenas, S. R., Davari, K., Ghahraman, B. (2008). Water resources management in a Watershed with WEAP model (A case study of Azghad watershed). Journal of Agriculture Science and Technology, 22 (1), 213–221.",10.31435/ijitss.4(44).2024.3012,0.55
"Xu, Z., Y. Gao, and Z. Huo. 2022. Study on the influence of high-speed rail on energy efficiency—theoretica analysis and empirical test based on “center-periphery” model. Soft Science 36 (05): 1–8+14.",10.1007/s44176-024-00028-9,0.67
"Zhang H F, Chen Y L, Xu W C, Liu R, Yuan H L, Liu X M (2006). Granitoids around Gonghe Basin in Qinghai province: petrogenesis and tectonic implications. Acta Petrol Sin, 22(12): 2910–2922",10.1007/s11707-022-1054-6,0.36
"Cam D. H., Phuong N. Types of formation origin and division of mine groups for exploration of kaolin mines in the Northeastern region of Vietnam. Journal of Mining and Earth Sciences. 2005;10:15–19. (In Vietnamese)",10.17073/2500-0632-2023-12-189,0.3
"Gnyszka A, Jastrzebski Z, Flis S. DNA methyltransferase inhibitors and their emerging role in epigenetic therapy of cancer. Anticancer Res. 2013;33(8):2989–2996.",10.1080/17501911.2024.2430169,0.57
"Tittlbach S, Bär K, Schuch K, Stopfer-Höhn M, Lauter A (2014) Männersportgruppen: Erfolgsfaktoren und praktische Ideen. Ü. Magazin 5:9–19",10.1007/s11553-024-01117-z,0.4
"Wu Yanxia. Experimental study on the protective mechanism of Zhengan Xifeng decoction pretreatment on brain tissue of MCAO rats. First Hospital of Wuhan, Hubei Province, March 13, 2015.",10.1016/j.lfs.2024.123045,0.07
"Z. Liu, F. Dai, G. Lu, H. Zhang, and Z. Shen, Mater. Rep. 37, 354 (2023).",10.1007/s11837-024-06421-9,0.0
"H. Wang, J. Wang, X. Peng, and C. Shan, J. Chin. Soc. Corros. Prot. 35, 75 (2015).",10.1007/s11837-024-06421-9,0.0
"Samaei, L., Ramezani, Z. N., & Semnani, A. S. H. (2012). Relationship between locus of control (internal-external) and a feeling of loneliness between athletic and nonathletic girls. European Journal of Experimental Biology, 2(5), 1862-1867.",10.55860/fyhdb993,0.67
"Tuncel, M. (1981). Türkiye’de doğal olaylar sonucunda yer değiştiren kentler, İstanbul Üniversitesi Yerbilimleri Dergisi, 1-2, 115-124.",10.53472/jenas.1412321,0.25
"Rivara, F. P., Thompson, D. C., Thompson, R. S. & Rebolledo, V. Injuries involving off-road cycling. J. Fam. Pract. 44(5), 481–485 (1997).",10.1038/s41598-024-54774-7,0.14
"X. Li, Y. Zhang, Z. Li, J. Li, and T. Zhang, J. Mater. Eng. 48, 115 (2020).",10.1007/s11837-024-06421-9,0.0
"BRITO, Ana Paula Gonçalves; DE OLIVEIRA, Guilherme Saramago; DA SILVA, Brunna Alves. A importância da pesquisa bibliográfica no desenvolvimento de pesquisas qualitativas na área de educação. Cadernos da FUCAMP, v. 20, n. 44, 2021.",10.55028/pdres.v11i29.21454,0.8
"A.M. Al-Dali, H. Weiher and I.G.H. Schmidt-Wolf, Oncol. Lett. 16, 6854–6860 (2018).",10.1080/00268976.2024.2314132,0.0
"Zhao X, Zhang Y, Li L, Zhou Y (2005) Evaluation on reliability and validity of Chinese version of childhood trauma questionnaire. J Clin Rehabil 9(16):209–211",10.1057/s41599-024-02775-2,0.69
"DeLisser HM, Christofidou-Solomidou M, Strieter RM, Burdick MD, Robinson CS, Wexler RS, Kerr JS, Garlanda C, Merwin JR, Madri JA et al (1997) Involvement of endothelial PECAM-1/CD31 in angiogenesis. Am J Pathol 151:671–677",10.1038/s44319-024-00097-7,0.25
"Meng W C, Chen Y B, Chen L J, Li J X (2020). Study of sedimentary succession and its origin of gravel beach bar: a case from the modern beach bar in the southeastern Qinghai Lake. Northwestern Geol, 53(3): 56–65",10.1007/s11707-022-1054-6,0.78
"Park, S. R., Lee, B. K., Yang, S. Y., 1998, The call patterns and the change of calls by water temperature in Rana plancyi (Amphibia, Anura), The Korean Journal of Ecology (Korea Republic), 21(3), 269-276.",10.5322/jesi.2024.33.11.863,0.54
"Ali BH, Z. a. M., Karaca T, Suleimani YA, Balushi KAA, Manoj P, Ashique M, Nemmar A. ( 2018 ). Potassium bromate-induced kidney damage in rats and the effect of gum acacia thereon. Am J Transl Res., 10(1):, 126-137.",10.21048/ijnd.2024.61.1.34925,0.42
Lyimo B. J. & Mrema I. (2022). Factors affecting procurement practices in public procurement entities in Tanzania. Olva Academy – School of Researchers 4(1) 96–106.,10.1080/23311886.2024.2324972,0.5
"A.A. Costa et al., Constraints on interacting vector-like dark energy from cosmological observations. JCAP 12, 050 (2021)",10.1140/epjc/s10052-024-12613-z,0.86
"M.O. Emeje, S. I. O., A.C. Nnaji, A.U. Ofoefule and S.A. Brown. . (2010.). Assessment of bread safety in Nigeria: Quantitative determination of potassium bromate and lead. African Journal of Food Science, 4(6): , 394 - 397.",10.21048/ijnd.2024.61.1.34925,0.75
"Akinwumi AO, Odunsi AA, Omojola AB, Akanda TO, Rafiu TA. Evaluation of carcass, organ and organoleptic properties of spent layers of different poultry types. Bots. J. Agric. Appl. Sci., 2013; 9(1):3-7.",10.26538/tjpps/v3i6.6,0.62
"8. Özdemir, Ö. ve Bilgili, N. (2014). “Sağlık Hizmetlerinde Yaşlı Ayrımcılığı”. Gülhane Tıp Dergisi, 56, 128-131.",10.37989/gumussagbil.1273125,0.67
Chochiev G.V. Kavkazoorientirovannaya deyatel'nost' cherkesskoi politicheskoi elity v Turtsii v 1918-1921 gg. // Gramota &ndash;&nbsp;2014.&nbsp;&ndash;&nbsp; № 4 (42).&nbsp;&ndash; C. 205-208.,10.7256/2454-0617.2024.1.69730,0.3
"Ishchenko, N. (2014). Zhanrova palitra naukovoyi komunikatsiyi [The genre palette of scientific communication]. Naukovi Zapysky Natsionalnoho Universytetu Ostrozka Akademiya. Seriya: Filolohichna, 42, 67-69 (In Ukrainian).",10.17721/2663-0303.2024.1.01,0.25
Floquet K. & Biekpe N. (2008). The relationship between capital structure and risk in emerging market banks. Banks & Bank Systems 3(1) 63–74.,10.1080/23322039.2024.2322889,0.43
"Azis, Aswin Ariyanto. 2018. “The Concept of Civil Society and Its Significance on Development Practice.” Jurnal Transformasi Global 3(2):238–48.",10.24815/jsu.v18i1.39337,0.75
"Mishra, A., Singh, Y., Singh, R., Kumar, R., Shukla, S., Prajapati, R. K., ... & Sagar, L. P. (2022). Ethano-pharmacology activity & Antioxidant activity of Centella asiatica Plant Parts. Neuroquantology, 20(11), 7562.",10.55544/jrasb.3.2.43,0.4
"Fachrurrozie, Mukhibad, H., Nurkhin, A., Hobar, A., & Sari, P. N. (2021). Peningkatan Literasi Bisnis Digital dan Literasi Keuangan bagi Santripreneur di Kecamatan Gunungpati Kota Semarang. Jurnal Implementasi, 1(1).",10.47134/ijsl.v5i1.309,0.5
"R Alekberov, A Isayev, S Mekhtiyeva and M Fábián UNEC J. Eng. Appl. Sci. 1 27 (2021).",10.1007/s12648-024-03221-4,0.17
"Abou-Moghli AA and Al-Abdallah GM (2019). A systematic review of women entrepreneurs opportunities and challenges in Saudi Arabia. Journal of Entrepreneurship Education, 22(6): 1-14.",10.21833/ijaas.2024.06.006,0.67
"Y. Liu, J. Li, and L. Zhang, Chin. J. Nonferrous Met. 31, 699 (2021).",10.1007/s11837-024-06421-9,0.0
"Team, R.C. 2018. R: A language and environment for statistical. Computing 275-286. DOI: 10.1890/0012-9658(2002)083.",10.1016/j.envint.2024.108768,
"Dumer, I.: Two decoding algorithms for linear codes. Probl. Inf. Transm. 25(1), 17–23 (1989)",10.1007/s12095-024-00712-3,0.5
"12. H. M. Nykyforchyn, H. V. Krechkovska, and O. Z. Student, ""Structural changes in heat-resistant steels caused by shutdowns of TPP units,"" Naukovi Notatky [in Ukrainian], Is. 31, 221-228 (2011).",10.15407/pcmm2024.05.108,0.21
"de Bruijn, N.G.: A combinatorial problem. Koninklijke Nederlandse Akademie van Wetenschappen 49, 758–764 (1946)",10.1007/s12095-024-00747-6,0.36
"Iandola, F.N., Han, S., Moskewicz, M.W., Ashraf, K., Dally, W.J., Keutzer, K.: SqueezeNet: AlexNet-level accuracy with 50x fewer parameters and< 0.5 MB model size. arXiv preprint arXiv:1602.07360 (2016)",10.1007/s00530-024-01275-2,0.14
Gougerot H et al. Lichen plan sur cicatrice de zona. Arch Dermatol Syphilol Clin Hôp Saint-Louis 1929;1:189-92,10.1007/s15012-024-8518-1,0.29
"SSALI M.W., DU J., HONGO D.O., MENSAH I.A. Impact of Economic Growth, Energy Use and Population Growth on Carbon Emission, CO2 Emissions and Economic Growth: Evidence from Cameroon. International Journal of Energy Economics and Policy, 9, 200, 2019.",10.15244/pjoes/187612,0.8
"(2) Bray, G, Bouchard, C, James, WPT. Definitions and proposed current classifications of obesity. Handbook of obesity. Marcel Dekker. New York 1998:31-40.",10.20960/nh.04995,1.0
"Nyarko, R. O., Boateng, E., Kahwa, I., & Boateng, P. O. (2020). A comparison analysis on remdesivir, favipiravir, hydroxychloroquine, chloroquine and azithromycin in the treatment of corona virus disease 2019 (COVID-19)-A Review. World J. Pharm. Pharm. Sci, 9, 121-133.",10.55544/jrasb.3.2.43,0.6
"Gokulakrishnan K, Senthamilselvan P, Sivakumari V. Regenerating activity of Citrus aurantifolia on Paracetamol induced heaptic damage. Asian J Bio Sci. 2009;4(2):176–9.",10.1186/s13065-024-01162-x,0.33
"5.Ambika Dutta Shastri, Sushruta Samhita with Elaborat-ed Ayurveda Tatva Sandipika Hindi Commentary, Reprint. Varanasi: Choukhambha Sanskrit Sansthan, Sharir Sthan 5/30, 2011",10.46607/iamj0312112024,0.4
"Papuziński, Andrzej. 2006. “Ecological awareness in the light of theory and practice (an outline of a political–science model of ecological awareness).” Problemy Ekorozwoju 1(1): 33-40.",10.21697/seb.5833,0.43
"Handel, A. 2006. “Notes on the Senses and Their Role in the Occupied Territories.” Theory and Criticism 28: 157–172. (in Hebrew).",10.1080/1472586x.2024.2352305,0.27
"Ülker H, Kucuk D, Cantekin Z, Solmaz H (2012). Hatay yöresinde kesimhanede kesilen sığır akciğerlerinden Pasteurella multocida ve Mannheimia haemolytica izolasyonu ve antibiyotiklere duyarlılığı. AVKAE Derg, 2, 2, 10-14.",10.46810/tdfd.1402193,0.5
"Larasati, V., & Oktivera, E. (2019). Media Sosial Instagram berpengaruh terhadap minat beli produk Wardah. Jurnal Administrasi Kantor, 7(1), 31–40.",10.53088/jmdb.v4i2.1018,0.54
"Jones, Van. 2016. Prince: The Man I Knew. CNN, Season 2016, April 22, 2016.",10.2478/meiea-2024-0005,0.5
"Moir G F J, Tata S J. The protein of Hevea brasiliensis latex. III. The soluble proteins of bottom fraction. J Rubb Res Inst Malaya, 1960, 16: 155–165.",10.1360/ssv-2024-0165,0.67
"Delery J, Marvin JG (1986) Shock-wave boundary layer interactions. Adv Group Aerosp Res Develop 86:58–85",10.1007/s40430-024-05272-4,0.56
"Akinfala EO, Aderibigbe AO, Matanmi O. Evaluation of the nutritive value of whole cassava plant as replacement for maize in the starter diets for broiler chicken. Livest Res. Rural Dev., 2002; 14(6):44-49.",10.26538/tjpps/v3i6.6,0.56
"Nowacka Maria, „Filozoficzne podstawy zasady autonomii pacjenta” Problemy Higieny i Epidemiologii, nr 3 (2008): 63-66.",10.36128/priw.vi49.451,0.4
"Quinn R, Joyce K. How do General Practitioners learn of their patient’s deaths? Ir Med J. 2000;93(9):282-3.",10.1007/s11606-024-08702-0,0.5
"Coccia, M. (2018). The fishbone diagram to identify, systematize and analyze the sources of general purpose technologies. Journal of Social and Administrative Sciences, 4(4), 291–303.",10.1007/s13132-023-01698-8,0.4
"M. Cheng, B. Yu, R. Guo, X. Shi, L. Xu, J. Qiao, and R. Yang, J. Market. Res. 10, 153 (2021).",10.1007/s11837-024-06421-9,0.0
"Sahana, S. (2020). Purabi saha, Roshan kumar, Pradipta das, Indranil Chatterjee, Prasit Roy, Sk Abdur Rahamat. A Review of the 2019 Corona virus (COVID-19) World Journal of Pharmacy and Pharmaceutical science, 9(9), 2367-2381.",10.55544/jrasb.3.2.43,0.5
"Effiom O, Avoaja D, Ohaeri C. Mosquito repellent activity of phytochemical extracts from peels of citrus fruit species. Global J Sci Frontier Res. 2012;12(1):1–4.",10.1186/s13065-024-01162-x,0.83
"Vimal Kishore. (2016). Role of Locus of Control among Different Sports Categories. International Journal of Physical Education, Sports and Health, 3(6), 373 – 374.",10.55860/fyhdb993,0.5
"34. Köse, G, Ayhan, H, Taştan, S, İyigün, E, Hatipoğlu, S. ve Açıkel, CH. (2015). “Sağlık Alanında Farklı Bölümlerde Öğrenim Gören Öğrencilerin Yaşlı Ayrımcılığına İlişkin Tutumlarının Belirlenmesi”. Gülhane Tıp Dergisi, 57 (2), 145-151.",10.37989/gumussagbil.1273125,0.55
"Saha, P., Kumar, A., Bhanja, J., Shaik, R., Kawale, A. L., & Kumar, R. (2022). A review of immune blockade safety and antitumor activity of dostarlimab therapy in endometrial cancer. International Journal for Research in Applied Sciences and Biotechnology, 9(3), 201-209.",10.55544/jrasb.3.2.43,0.3
"Musaev, A., Sadykova, S., Anambayeva A., Saizhanova, M., Balkanay, G. and Kolbaev, M. (2021) Mare’s milk: Composition, properties, and application in medicine. Arch. Razi Inst., 76(4): 1125–1135.",10.14202/vetworld.2024.829-841,0.8
"Ra, N. Y., Lee, J. H., Park. D. S., 2007, Growth of golden frog larvae, Rana plzancyi chosenica by different food types, Journal of Life Science, 25(1), 8-15.",10.5322/jesi.2024.33.11.863,0.33
"Li, H.F., and H. Sun. 2022. The impact of high-speed railway on the quality of new-type urbanization—a case study of Yunnan Province. Logistics Sci-Tech 45 (03): 114–120.",10.1007/s44176-024-00028-9,0.67
"Hu, Y., and H. Li. 2015. The estimate of ransport hub level and its spatial pllover ffects: a spatial panel data study on China’s prefecture-level city. China lndustial Economics 05: 32–43.",10.1007/s44176-024-00028-9,0.45
"Hsni EN, Samsurijan MS, Hamat Z, Hanapi MS, and Ehigiamusoe KU (2020). Micro-credit financing (Ar-Rahnu) in South East Asia: A review. Solid State Technology, 63(1s): 1781-1795.",10.21833/ijaas.2024.06.006,0.27
"Moore, K. R. (2017). The technical communicator as participant, facilitator, and designer in public engagement projects. Technical Communication, 64(3), 237--253.",10.1145/3563890.3713035,0.56
"Szpara Justyna, „Prawo do informacji medycznej w relacjach pacjenta z lekarzem” Prawo i Medycyna, nr 4 (1999): 135-139.",10.36128/priw.vi49.451,0.8
"CHAPANI, Diego; CAVASSAN, Osmar. O estudo do meio como estratégia para o Ensino de Ciências e Educação Ambiental. Minesis, Bauru, v. 18, n. 1, p. 19-30, 1997.",10.55028/pdres.v11i29.21454,0.62
"Rezaieseresht H.; Shobeiri S.S.; Kaskani A.; Chenopodium botrys essential oil as a source of sesquiterpenes to induce apoptosis and G1 cell cycle arrest in cervical cancer cells. Iran J Pharm Res 2020,19(2),341-351",10.2174/0118715206308864240823095507,0.5
"Sümer N, Sendağ AM. Attachment to parents during middle childhood, self-perceptions, and anxiety. Turk Psıkol Derg. 2009, 24:86-101.",10.7759/cureus.70937,0.67
"Razi, Gh. A. Al- Mantegh in Tahrir-al- Ghavaed al Manteghiye Bidar, Ghom, Iran, ed. 6, 2015.",10.11648/j.ijp.20241202.13,0.0
"X. Zhao, D. Liang, C. Zhang, H. Rong, and N. Li, Rare Met. Mater. Eng. 49, 3510 (2020).",10.1007/s11837-024-06421-9,0.0
Lem M. Animal welfare: barriers to accessible veterinary care bien-être des animaux. Can Vet J. 2019;60:3.,10.2460/javma.23.06.0331,0.75
