referencia,doi_articulo_citante,anio_citado
"Wu Yanxia. Experimental study on the protective mechanism of Zhengan Xifeng decoction pretreatment on brain tissue of MCAO rats. First Hospital of Wuhan, Hubei Province, March 13, 2015.",10.1016/j.lfs.2024.123045,2015
"Z. Liu, F. Dai, G. Lu, H. Zhang, and Z. Shen, Mater. Rep. 37, 354 (2023).",10.1007/s11837-024-06421-9,2023
"H. Wang, J. Wang, X. Peng, and C. Shan, J. Chin. Soc. Corros. Prot. 35, 75 (2015).",10.1007/s11837-024-06421-9,2015
"Tuncel, M. (1981). Türkiye’de doğal olaylar sonucunda yer değiştiren kentler, İstanbul Üniversitesi Yerbilimleri Dergisi, 1-2, 115-124.",10.53472/jenas.1412321,1981
"Rivara, F. P., Thompson, D. C., Thompson, R. S. & Rebolledo, V. Injuries involving off-road cycling. J. Fam. Pract. 44(5), 481–485 (1997).",10.1038/s41598-024-54774-7,1997
"X. Li, Y. Zhang, Z. Li, J. Li, and T. Zhang, J. Mater. Eng. 48, 115 (2020).",10.1007/s11837-024-06421-9,2020
"BRITO, Ana Paula Gonçalves; DE OLIVEIRA, Guilherme Saramago; DA SILVA, Brunna Alves. A importância da pesquisa bibliográfica no desenvolvimento de pesquisas qualitativas na área de educação. Cadernos da FUCAMP, v. 20, n. 44, 2021.",10.55028/pdres.v11i29.21454,2021
"A.M. Al-Dali, H. Weiher and I.G.H. Schmidt-Wolf, Oncol. Lett. 16, 6854–6860 (2018).",10.1080/00268976.2024.2314132,2018
"Zhao X, Zhang Y, Li L, Zhou Y (2005) Evaluation on reliability and validity of Chinese version of childhood trauma questionnaire. J Clin Rehabil 9(16):209–211",10.1057/s41599-024-02775-2,2005
"DeLisser HM, Christofidou-Solomidou M, Strieter RM, Burdick MD, Robinson CS, Wexler RS, Kerr JS, Garlanda C, Merwin JR, Madri JA et al (1997) Involvement of endothelial PECAM-1/CD31 in angiogenesis. Am J Pathol 151:671–677",10.1038/s44319-024-00097-7,1997
"Meng W C, Chen Y B, Chen L J, Li J X (2020). Study of sedimentary succession and its origin of gravel beach bar: a case from the modern beach bar in the southeastern Qinghai Lake. Northwestern Geol, 53(3): 56–65",10.1007/s11707-022-1054-6,2020
"Park, S. R., Lee, B. K., Yang, S. Y., 1998, The call patterns and the change of calls by water temperature in Rana plancyi (Amphibia, Anura), The Korean Journal of Ecology (Korea Republic), 21(3), 269-276.",10.5322/jesi.2024.33.11.863,1998
Lyimo B. J. & Mrema I. (2022). Factors affecting procurement practices in public procurement entities in Tanzania. Olva Academy – School of Researchers 4(1) 96–106.,10.1080/23311886.2024.2324972,2022
"A.A. Costa et al., Constraints on interacting vector-like dark energy from cosmological observations. JCAP 12, 050 (2021)",10.1140/epjc/s10052-024-12613-z,2021
"Akinwumi AO, Odunsi AA, Omojola AB, Akanda TO, Rafiu TA. Evaluation of carcass, organ and organoleptic properties of spent layers of different poultry types. Bots. J. Agric. Appl. Sci., 2013; 9(1):3-7.",10.26538/tjpps/v3i6.6,2013
"8. Özdemir, Ö. ve Bilgili, N. (2014). “Sağlık Hizmetlerinde Yaşlı Ayrımcılığı”. Gülhane Tıp Dergisi, 56, 128-131.",10.37989/gumussagbil.1273125,2014
Chochiev G.V. Kavkazoorientirovannaya deyatel'nost' cherkesskoi politicheskoi elity v Turtsii v 1918-1921 gg. // Gramota &ndash;&nbsp;2014.&nbsp;&ndash;&nbsp; № 4 (42).&nbsp;&ndash; C. 205-208.,10.7256/2454-0617.2024.1.69730,1918
"Ishchenko, N. (2014). Zhanrova palitra naukovoyi komunikatsiyi [The genre palette of scientific communication]. Naukovi Zapysky Natsionalnoho Universytetu Ostrozka Akademiya. Seriya: Filolohichna, 42, 67-69 (In Ukrainian).",10.17721/2663-0303.2024.1.01,2014
Floquet K. & Biekpe N. (2008). The relationship between capital structure and risk in emerging market banks. Banks & Bank Systems 3(1) 63–74.,10.1080/23322039.2024.2322889,2008
"Azis, Aswin Ariyanto. 2018. “The Concept of Civil Society and Its Significance on Development Practice.” Jurnal Transformasi Global 3(2):238–48.",10.24815/jsu.v18i1.39337,2018
"Mishra, A., Singh, Y., Singh, R., Kumar, R., Shukla, S., Prajapati, R. K., ... & Sagar, L. P. (2022). Ethano-pharmacology activity & Antioxidant activity of Centella asiatica Plant Parts. Neuroquantology, 20(11), 7562.",10.55544/jrasb.3.2.43,2022
"Fachrurrozie, Mukhibad, H., Nurkhin, A., Hobar, A., & Sari, P. N. (2021). Peningkatan Literasi Bisnis Digital dan Literasi Keuangan bagi Santripreneur di Kecamatan Gunungpati Kota Semarang. Jurnal Implementasi, 1(1).",10.47134/ijsl.v5i1.309,2021
"R Alekberov, A Isayev, S Mekhtiyeva and M Fábián UNEC J. Eng. Appl. Sci. 1 27 (2021).",10.1007/s12648-024-03221-4,2021
"Y. Liu, J. Li, and L. Zhang, Chin. J. Nonferrous Met. 31, 699 (2021).",10.1007/s11837-024-06421-9,2021
"Team, R.C. 2018. R: A language and environment for statistical. Computing 275-286. DOI: 10.1890/0012-9658(2002)083.",10.1016/j.envint.2024.108768,2018
"Dumer, I.: Two decoding algorithms for linear codes. Probl. Inf. Transm. 25(1), 17–23 (1989)",10.1007/s12095-024-00712-3,1989
"12. H. M. Nykyforchyn, H. V. Krechkovska, and O. Z. Student, ""Structural changes in heat-resistant steels caused by shutdowns of TPP units,"" Naukovi Notatky [in Ukrainian], Is. 31, 221-228 (2011).",10.15407/pcmm2024.05.108,2011
"de Bruijn, N.G.: A combinatorial problem. Koninklijke Nederlandse Akademie van Wetenschappen 49, 758–764 (1946)",10.1007/s12095-024-00747-6,1946
Gougerot H et al. Lichen plan sur cicatrice de zona. Arch Dermatol Syphilol Clin Hôp Saint-Louis 1929;1:189-92,10.1007/s15012-024-8518-1,1929
"SSALI M.W., DU J., HONGO D.O., MENSAH I.A. Impact of Economic Growth, Energy Use and Population Growth on Carbon Emission, CO2 Emissions and Economic Growth: Evidence from Cameroon. International Journal of Energy Economics and Policy, 9, 200, 2019.",10.15244/pjoes/187612,2019
"(2) Bray, G, Bouchard, C, James, WPT. Definitions and proposed current classifications of obesity. Handbook of obesity. Marcel Dekker. New York 1998:31-40.",10.20960/nh.04995,1998
"Nyarko, R. O., Boateng, E., Kahwa, I., & Boateng, P. O. (2020). A comparison analysis on remdesivir, favipiravir, hydroxychloroquine, chloroquine and azithromycin in the treatment of corona virus disease 2019 (COVID-19)-A Review. World J. Pharm. Pharm. Sci, 9, 121-133.",10.55544/jrasb.3.2.43,2020
"Gokulakrishnan K, Senthamilselvan P, Sivakumari V. Regenerating activity of Citrus aurantifolia on Paracetamol induced heaptic damage. Asian J Bio Sci. 2009;4(2):176–9.",10.1186/s13065-024-01162-x,2009
"5.Ambika Dutta Shastri, Sushruta Samhita with Elaborat-ed Ayurveda Tatva Sandipika Hindi Commentary, Reprint. Varanasi: Choukhambha Sanskrit Sansthan, Sharir Sthan 5/30, 2011",10.46607/iamj0312112024,2011
"Papuziński, Andrzej. 2006. “Ecological awareness in the light of theory and practice (an outline of a political–science model of ecological awareness).” Problemy Ekorozwoju 1(1): 33-40.",10.21697/seb.5833,2006
"Handel, A. 2006. “Notes on the Senses and Their Role in the Occupied Territories.” Theory and Criticism 28: 157–172. (in Hebrew).",10.1080/1472586x.2024.2352305,2006
"Ülker H, Kucuk D, Cantekin Z, Solmaz H (2012). Hatay yöresinde kesimhanede kesilen sığır akciğerlerinden Pasteurella multocida ve Mannheimia haemolytica izolasyonu ve antibiyotiklere duyarlılığı. AVKAE Derg, 2, 2, 10-14.",10.46810/tdfd.1402193,2012
"Larasati, V., & Oktivera, E. (2019). Media Sosial Instagram berpengaruh terhadap minat beli produk Wardah. Jurnal Administrasi Kantor, 7(1), 31–40.",10.53088/jmdb.v4i2.1018,2019
"Jones, Van. 2016. Prince: The Man I Knew. CNN, Season 2016, April 22, 2016.",10.2478/meiea-2024-0005,2016
"Moir G F J, Tata S J. The protein of Hevea brasiliensis latex. III. The soluble proteins of bottom fraction. J Rubb Res Inst Malaya, 1960, 16: 155–165.",10.1360/ssv-2024-0165,1960
"Delery J, Marvin JG (1986) Shock-wave boundary layer interactions. Adv Group Aerosp Res Develop 86:58–85",10.1007/s40430-024-05272-4,1986
"Akinfala EO, Aderibigbe AO, Matanmi O. Evaluation of the nutritive value of whole cassava plant as replacement for maize in the starter diets for broiler chicken. Livest Res. Rural Dev., 2002; 14(6):44-49.",10.26538/tjpps/v3i6.6,2002
"Nowacka Maria, „Filozoficzne podstawy zasady autonomii pacjenta” Problemy Higieny i Epidemiologii, nr 3 (2008): 63-66.",10.36128/priw.vi49.451,2008
"Quinn R, Joyce K. How do General Practitioners learn of their patient’s deaths? Ir Med J. 2000;93(9):282-3.",10.1007/s11606-024-08702-0,2000
"M. Cheng, B. Yu, R. Guo, X. Shi, L. Xu, J. Qiao, and R. Yang, J. Market. Res. 10, 153 (2021).",10.1007/s11837-024-06421-9,2021
"Sahana, S. (2020). Purabi saha, Roshan kumar, Pradipta das, Indranil Chatterjee, Prasit Roy, Sk Abdur Rahamat. A Review of the 2019 Corona virus (COVID-19) World Journal of Pharmacy and Pharmaceutical science, 9(9), 2367-2381.",10.55544/jrasb.3.2.43,2020
"Effiom O, Avoaja D, Ohaeri C. Mosquito repellent activity of phytochemical extracts from peels of citrus fruit species. Global J Sci Frontier Res. 2012;12(1):1–4.",10.1186/s13065-024-01162-x,2012
"34. Köse, G, Ayhan, H, Taştan, S, İyigün, E, Hatipoğlu, S. ve Açıkel, CH. (2015). “Sağlık Alanında Farklı Bölümlerde Öğrenim Gören Öğrencilerin Yaşlı Ayrımcılığına İlişkin Tutumlarının Belirlenmesi”. Gülhane Tıp Dergisi, 57 (2), 145-151.",10.37989/gumussagbil.1273125,2015
"Saha, P., Kumar, A., Bhanja, J., Shaik, R., Kawale, A. L., & Kumar, R. (2022). A review of immune blockade safety and antitumor activity of dostarlimab therapy in endometrial cancer. International Journal for Research in Applied Sciences and Biotechnology, 9(3), 201-209.",10.55544/jrasb.3.2.43,2022
"Ra, N. Y., Lee, J. H., Park. D. S., 2007, Growth of golden frog larvae, Rana plzancyi chosenica by different food types, Journal of Life Science, 25(1), 8-15.",10.5322/jesi.2024.33.11.863,2007
"Li, H.F., and H. Sun. 2022. The impact of high-speed railway on the quality of new-type urbanization—a case study of Yunnan Province. Logistics Sci-Tech 45 (03): 114–120.",10.1007/s44176-024-00028-9,2022
"Moore, K. R. (2017). The technical communicator as participant, facilitator, and designer in public engagement projects. Technical Communication, 64(3), 237--253.",10.1145/3563890.3713035,2017
"Szpara Justyna, „Prawo do informacji medycznej w relacjach pacjenta z lekarzem” Prawo i Medycyna, nr 4 (1999): 135-139.",10.36128/priw.vi49.451,1999
"CHAPANI, Diego; CAVASSAN, Osmar. O estudo do meio como estratégia para o Ensino de Ciências e Educação Ambiental. Minesis, Bauru, v. 18, n. 1, p. 19-30, 1997.",10.55028/pdres.v11i29.21454,1997
"Sümer N, Sendağ AM. Attachment to parents during middle childhood, self-perceptions, and anxiety. Turk Psıkol Derg. 2009, 24:86-101.",10.7759/cureus.70937,2009
"Razi, Gh. A. Al- Mantegh in Tahrir-al- Ghavaed al Manteghiye Bidar, Ghom, Iran, ed. 6, 2015.",10.11648/j.ijp.20241202.13,2015
"X. Zhao, D. Liang, C. Zhang, H. Rong, and N. Li, Rare Met. Mater. Eng. 49, 3510 (2020).",10.1007/s11837-024-06421-9,2020
Lem M. Animal welfare: barriers to accessible veterinary care bien-être des animaux. Can Vet J. 2019;60:3.,10.2460/javma.23.06.0331,2019
"Akgün, A., Gönen, S., & Aydın, M. (2007). The investigation of anxiety levels of prımary school science and mathematics teacher students’ according to some variables. Electronic Journal of Social Sciences, 6(20), 283–299.",10.69918/ejte.1558103,2007
"Wang, Junqi et al. 2021. “A Fragment of the Saṃghāṭasūtra Interpolated in the Manuscript of the Bodhicaryāvatārapañjikā （ZX0617–ZB20）.” <i>Journal of Buddhist Studies</i> 18: 87–95.",10.4259/ibk.72.3_1070,2021
Dorffner G (1996) Neural networks for time series processing. Neural Network World 6(4):447–468,10.1007/s00484-024-02829-9,1996
"Azevedo RD, Guimarães F, Viegas CR, Almeida ND, Geraseev LC, Pinto MS. 2014. Colostrum silage: microbiological risks and characterization of pH as a function of day of collection. Brazilian Journal of Veterinary Medicine. 36(3):271–276.",10.1080/00288233.2024.2427727,2014
"Güngen C, Ertan T, Eker E, Yaşar R, Engin F (2002) Standardize mini mental test’in Türk toplumunda hafif demans tanısında geçerlik ve güvenilirliği. Turk Psikiyatri Derg 13(4):273–281",10.1007/s10072-024-07750-y,2002
"Song C H, Fang X M, Shi Y M, Wang X M (2001). Sedimentary characteristics of modern lacustrine deltas in Qinghai Lake and their controlling factors. J Lanzhou U (Nat Sci), 37(3): 112–121",10.1007/s11707-022-1054-6,2001
"Deshmukh UB, Shende MB, Rathor OS (2012) Invansive alien angiosperms of Chandrapur District of Maharshtra, India. Bion Ano F Ron Tier 5:100–103",10.1007/s42965-024-00345-w,2012
"Kotresh K, Siddeshwari M (2020) Alien flora of Ballari district, Karnataka, India. Int J Trend Sci Res Dev 5(1):167–173",10.1007/s42965-024-00345-w,2020
"Madrigal, A. B., & Contreras, F. C. (2016, diciembre). In- fluencia de las nuevas tecnologías en el desarrollo adolescente y posibles desajustes. Revista Cúpula, 30 (2), 11-25.",10.69789/ccs.v8i2.631,2016
"2.Ambika Dutta Shastri, Sushruta Samhita with Elaborat-ed Ayurveda Tatva Sandipika Hindi Commentary, Reprint. Varanasi: Choukhambha Sanskrit Sansthan, Sharir Sthan 5/39, 2011",10.46607/iamj0312112024,2011
"Álvarez de Miranda, Pedro, 2008. «Las discontinuidades en la historia del léxico, en Concepción Company y , José G. Moreno de Alba (eds.), Actas del VII Congreso Internacional de Historia de la Lengua , Española, Madrid, Arco Libros, vol. 1, 1–44.",10.4000/12zjw,2008
"Tuncel, M. (1977). Türkiye’de yer değiştiren şehirler hakkında bir ilk not, İstanbul Üniversitesi Coğrafya Enstitüsü Dergisi, 20-21, 119-128.",10.53472/jenas.1412321,1977
"Habacı, İ., Karataş, E., Adıgüzelli, F., Ürker, A., & Atıcı, R. (2013). Teachers in the current problems, Turkish studies - International periodical for the languages. Literature and History of Turkish or Turkic, 8 (6), 263-277.",10.69918/ejte.1558103,2013
"Hennemann, G. (1961). Fechner, Gustav Theodor. Neue Deutsche Biographie, 5, 37–38.",10.28925/2412-2491.2024.224,1961
"Sadeghi, A. Hetrosexual Mutualtrust and Implicit Commitment, Social Development, Serial Poblications, vol. 11, No. 2, 1Oct. 2011, pp. 641-665.",10.11648/j.ijp.20241202.13,2011
"Granato, L., D. Perrotta. 2015. “Asimetrías en la integración regional: De la ALALC al MERCOSUR.” Perspectivas 45:89–111.",10.1080/08263663.2024.2344316,2015
"Aulaskari, R., Rättyä, J.: Nevanlinna class contains functions whose spherical derivatives grow arbitrarily fast. Ann. Acad. Sci. Fenn. Math. 34, 387–390 (2009)",10.1007/s00605-024-02013-6,2009
"Zembala Anna, „Modele komunikacyjne w relacjach lekarz-pacjent” Zeszyty Naukowe Towarzystwa Doktorantów UJ, nr 2 (2005): 35-50.",10.36128/priw.vi49.451,2005
"Tel OY, Keskin O. Koyun akciğerlerinden Pasteurella multocida ve Mannheimia haemolytica izolasyonu ve antibiyotiklere duyarlılığı. YYÜ Vet Fak Derg. 2010; 21 (1): 31.",10.46810/tdfd.1402193,2010
"Leung C, Leung S, Chan R, Tso K, Ip F (2005) Child behaviour and parenting stress in Hong Kong families. Hong Kong Med J 11(5):373–380",10.1007/s00787-024-02506-7,2005
"Azoulay, A. 1996. “Sign from Heaven: Murder in a Floodlit Arena.” Theory and Criticism 9: 241–274. (in Hebrew)",10.1080/1472586x.2024.2352305,1996
"Cao SG, Wang YS, Jia MX (2011) Preparation of cement admixture by modified waste brick powder. J China Cem 12:49–51",10.1007/s41062-024-01498-2,2011
"M. Zhao, H. Zhou, W. Kang, Y. Huang, Y. Zheng, Comparison of methods for fabricating superhydrophobic surface. Acta Materiae Compositae Sinica 38(2), 361–379 (2021)",10.1007/s12221-024-00544-1,2021
"Mahmud, M., Amat, S., & Abu Bakar, A. (2022). Issues and challenges in career counselling in higher education. Sciences, 12(9), 733–739.",10.1007/s12144-024-06033-1,2022
"Vashisth A, Aravind KS (2020) Multistage mustard yield estimation based on weather variables using multiple linear, LASSO and elastic net models for semi-arid region of India. J Agri Phy 20(2):213–223",10.1007/s00484-024-02829-9,2020
"Etsey, Y. K. A. (1992). What is continuous assessment? The Oguaa Educator, 10(1), 82–92.",10.3828/dap.2024.6,1992
"Deveci, C. (1999). “Foucault’nun İktidar Kavramsallaştırmasında Siyasal Boyutun Ayrıştırılamazlığı”. Doğu Batı, 3, 9, 25-44.",10.30561/sinopusd.1469956,1999
"10.Ambika Dutta Shastri, Sushruta Samhita with Elabo-rated Ayurveda Tatva Sandipika Hindi Commentary, Reprint. Varanasi: Choukhambha Sanskrit Sansthan, Sharir Sthan 5/27, 2011",10.46607/iamj0312112024,2011
"Aydın, O., & Çiftel, N. (2013). Ortaöğretim kurumlarına devam eden öğrencilerin akademik ve mesleki gelecek kaygılarının incelenmesi [Examining the academic and professional future concerns of students attending secondary education institutions]. İZÜ Sosyal Bilimler Dergisi, 2(3), 129–166.",10.69918/ejte.1558103,2013
"Xu LJ, Liu HT, Peng Y, Xiao PG. 2008. A preliminary pharmaco phylogenetic investigation in Schisandraceae. Clin J Chin Med. 5:692–723.",10.1080/23802359.2024.2437099,2008
"Schirber, M. “Universe Proceeded by an Antiuniuverse?” Physical Review Letters, Lyon, Dec. 20, Physics 11, s147, 2018.",10.11648/j.ijp.20241202.13,2018
"Jose, J, Joseph, MM. Imagery: it’s effects and benefits on sports performance and psychological variables: a review study. Int J Physiol Nutr Phys Educ 2018;3:190–3.",10.1515/jirspa-2024-0012,2018
"World Health Organization (2003). Prevention and management of osteoporosis. World Health Organ. Tech. Rep. Ser., 921, 1–164.",10.3390/diagnostics14070781,2003
"Zhang, Y., Ma, L., & Gang, C. (2021). Added value of export of digital services in “the belt and road”, position of the value chain, and determining factors——empirical study based on the world input-output database. Inquiry into Economic Issues, 7, 177–190.",10.1007/s13132-023-01698-8,2021
"A.A. Peyghan and H. Soleymanabadi, Curr. Sci., 1910–1914 (2015).",10.1080/00268976.2024.2314132,1910
"Foulon A, Chevreau J, Yzet C, Gondry J, Fumery M (2020) IBD and pregnancy. Gynecol Obstet Fertil Senol 48:514–519",10.1007/s00404-024-07521-2,2020
"Revelle, W., Revelle, M.W., 2015. Package ‘psych’. The comprehensive R archive network. 337, 338.",10.1016/j.envint.2024.108768,2015
"Oh, S.C. (2001) The Study on Hermit Crabs of Tokdo Island. Cheju National University Journal, 2001, 924–945.",10.11646/zootaxa.5458.3.7,2001
Burks BD (1979) Family pteromalidae. Catalog Hymenopt Am North Mexico 1:768–835,10.1007/s40011-024-01553-z,1979
"Kumar, R., Singh, V. P., & Sharma, A. (2014). A study biological control of Aspergillus flavus using Psudomonas fluorescens and Bacillus subtilis. IRJSE, 2, 213-218.",10.55544/jrasb.3.2.43,2014
"Ouamane, A. (2009). Dam engineering in Algeria: progress, needs and prospects. The International Journal on Hydropower & Dams, 16(6), pp. 75-79.",10.31435/ijitss.4(44).2024.3012,2009
"Holland K, Middleton L, Uys L. The sources of professional confidence in occupational therapy students. South African J Occup Ther. 2012;42(3):19–25.",10.1123/ijatt.2023-0081,2012
"Busardo FP, Vari MR, Di Trana A, Malaca S, Carlier J, Di Luca NM (2019) Drug-facilitated sexual assaults (DFSA): a serious underestimated issue. Eur Rev Med Pharmacol Sci 23:10577–10587",10.1007/s11419-024-00706-z,2019
"Luo, N.S., N. Xiao, and J.LI. 2020. On whether the high-speed railway can promote the industrial structure to upgrade and optimize: an analysis based on quasi-natural experiments. Journal of Management 33 (01): 38–49.",10.1007/s44176-024-00028-9,2020
"Kumar, R., Saha, P., Sarkar, S., Rawat, N., & Prakash, A. (2021). A Review On Novel Drug Delivery System. IJRAR-International Journal of Research and Analytical Reviews (IJRAR), 8(1), 183-199.",10.55544/jrasb.3.2.43,2021
"Shim, Y. J., Kim, S. R., Yoon, K. B., 2020, A Basic research for the development of habitat suitability index model of Pelophylax chosenicus, Journal of the Korean Society of Environmental Restoration Technology, 23(1), 49-62.",10.5322/jesi.2024.33.11.863,2020
"Sygusch R, Wagner P, Janke A, Brehm W (2005) Gesundheitssport – Effekte und deren Nachhaltigkeit bei unterschiedlichen Energieverbrauch. Dtsch Z Sportmed 56(9):318–326",10.1007/s11553-024-01117-z,2005
"K. Wang, Y. Zhao, W. Jia, Z. Hou, S. Li, and C. Mao, Rare Met. Mater. Eng. 50, 552 (2021).",10.1007/s11837-024-06421-9,2021
"D. Kinga, J.B. Adam, et al., A method for stochastic optimization, in: Int. Conf. on Learn. Repres., 5, 2015, p. 6.",10.1016/j.patcog.2023.110108,2015
"Richart F.E., Brandtzaeg A., Brown R.L. The failure of plain and spirally reinforced concrete in compression. University of Illinois Engineering Experimental Station, Champaign 111, 1929.",10.1016/j.istruc.2024.106027,1929
"Shambharkar, K., & Agashe, C. D. (2016). Hostile aggression in sportspersons: A comparative study of combat and non-combat sports. International Journal of Indian Psychology, 3(2), 9-18.",10.55860/fyhdb993,2016
"Bacon, F. Novum Organom, Hill Publishing, ISBN-13: ‎978-1612034478, 2012.",10.11648/j.ijp.20241202.13,2012
"Shimomura, M. (2006) Asellote isopods (Crustacea: Peracarida) of Sagami Bay, Central Japan. Memoirs of the National Science Museum, Tokyo, 41, 43–63.",10.11646/zootaxa.5458.3.7,2006
"D. Sofia, U. A. Husin, and E. Marliyani, “Gambaran Karakteristik Pasien Pneumonia pada Anak Balita yang Dirawat Inap di RSUD Al-Ihsan Kabupaten Bandung pada Tahun 2018-2019,” vol. 7, no. 1, pp. 394–399, 2021, doi: 10.29313/kedokteran.v7i1.2664.",10.30649/sbj.v3i3.121,2018
"Folmer, O., Black, M., Hoeh, W., Lutz, R. & Vrijenhoek, R. (1994) DNA primers for amplification of mitochondrial cytochrome c oxidase subunit I from diverse metazoan invertebrates. Molecular Marine Biology and Biotechnology, 3, 294–299.",10.11646/zootaxa.5458.3.7,1994
"Adams JD, Castagnoli N, Trevor AJ (1978) Quantitative analysis of ketamine enantiomers. Proc West Pharmacol Soc 21:471–472",10.1007/s00128-024-03883-0,1978
"Gök, Y. (1995). Horasan-Gerek Köyü'nde 30 Ekim 1983 depremi sonrası yapılan afet konutlarının başlıca planlama sorunları, Doğu Coğrafya Dergisi, 1(1), 174-199.",10.53472/jenas.1412321,1995
"12.Mishra &Ahmad, Application Of Panchakarma In Musculoskeletal Disorders, J. Bio.Innov11(3), pp: 990-996, 2022 |ISSN 2277-8330 (Electronic)",10.46607/iamj0312112024,2022
"Delmastro G, Balma A, Bovero S, Candiotto A, Conte P, Seglie D. 2022. Un nuovo cobite esotico alla conquista del bacino del Po (Actinopterygii: Cobitidae). Italian Journal of Freshwater Ichtyology 8(1):9–15.",10.1080/24750263.2024.2387455,2022
"Dongmo PJ, Tatsadjieu L, Sonwa ET, Kuate J, Zollo PA, Menut C. Essential oils of Citrus aurantifolia from Cameroon and their antifungal activity against Phaeoramularia Angolensis. Afr J Agric Res. 2009;4(4):354–8.",10.1186/s13065-024-01162-x,2009
"Kırkan Ş, Kaya O. Serotyping of Mannheimia haemolytica Strains Isolated from Pneumonic Lungs of Sheep in the Aydın Region of Turkey. Turk J Vet Anim Sci. 2005; 29: 491-4.",10.46810/tdfd.1402193,2005
"La Psychanalyse Lacan, Jacques (1957). « L’instance de la lettre ». , n° 3, 47-81.",10.3917/graph1.085.0047,1957
"N. H. Marzuq and H. Andriani, “Hubungan service quality terhadap kepuasan pasien di fasilitas pelayanan kesehatan: literature review,” Jurnal Pendidikan Tambusai, vol. 6, no. 2, pp. 13995–14008, 2022.",10.21070/acopen.9.2024.7875,2022
"X. Lv, L. Liu, J. Li, H. Yu, and J. Xie, Rare Met. Mater. Eng. 49, 2326 (2020).",10.1007/s11837-024-06421-9,2020
"Li, T., G. Zhang, and J. Li. 2019. Research on spatial effect of SDM-based high speed railway on regional innovation. East China Economic Management 33 (05): 50–56.",10.1007/s44176-024-00028-9,2019
"Ijaiya AT, Aremu A, Alabi JO, Tiya EZ, Malik AA., Chakwen SJ, Onyemerekwe, CDA. Replacement value of millet for maize in practical diet fed to Japanese quail chicks. Nig. J. Poult Sci., 2009; 6:1–16.",10.26538/tjpps/v3i6.6,2009
"Guluwa LY, Madaki YA, Machido H, Dantayi RJ, Kulokom S. Performance and carcass evaluation of quails fed graded levels of water soaked sweet orange peel meal. Adv. Life Sci. Technol., 2014; 20:1-6.",10.26538/tjpps/v3i6.6,2014
"Neyman, J. (1935). Sur un teorema concernente le cosiddette statistiche sufficienti. Giornale dell Instituto Italiano degli Attuari, 6, 320–334.",10.1007/s13171-024-00359-5,1935
"Pew Research Centre. (August 6,2015). Teens, Technology and Friendships.",10.29121/shodhkosh.v5.i6.2024.5897,2015
"Makeeva S.B. Rol' Kitaiskoi assotsiatsii regionovedcheskoi nauki v razrabotke problematiki prostranstvennogo regional'nogo razvitiya KNR (1991 g.-nastoyashchee vremya) // Vestnik Omskogo universiteta seriya ""Istoricheskie nauki"". 2020. № 2 (26). S. 22-30.",10.7256/2454-0641.2024.4.72252,1991
"Biesaga Tadeusz, „Autonomia lekarza i pacjenta a cel medycyny” Medycyna Praktyczna, nr 6 (2005): 20-24.",10.36128/priw.vi49.451,2005
"Girgin, M. (1995). Kütle hareketleri nedeniyle yer değiştirilen yerleşmelere bir örnek: Gördes (Manisa), Doğu Coğrafya Dergisi, 1, 155-173.",10.53472/jenas.1412321,1995
"X. Liu, D. Ran, H. Meng, Q. Li, X. Gong, and B. Long, Rare Met. Mater. Eng. 50, 2244 (2021).",10.1007/s11837-024-06421-9,2021
"Noboru, H., and By, T. 2011. High-speed Railway Construction in Japan and its socio-economic Impact. J. Urban Reg. Plan 9: 176–200.",10.1007/s44176-024-00028-9,2011
"Falodun A, Igbinosa EO. Prospects of microbial natural products and their biological entities in drug discovery. Trop J Phytochem Pharm. Sci. 2022; 1(1):1.",10.26538/tjpps/v3i6.6,2022
"Nefedchenko AV, Glotova TI, Glotov AG. Isolation and antimicrobial resistance of Mannheimia haemolytica on dairy farms in Siberia. Bulg J Vet Med. 2019; 22 (4): 428-38.",10.46810/tdfd.1402193,2019
"Jeong. S. M., Kim. Y. J., Bae. J. H., Kim. H. J., Ki. K. S., 2018, Breeding call and environmental impact characteristics of gold-spotted pond frog (Rana chosenica) restored in urban wetlands, Korean Society of Environment & Ecology, 28(2), 55.",10.5322/jesi.2024.33.11.863,2018
"Burges, S. W. 2018. “Venezuela’s Democratic Decline and Brazil’s Growing Geopolitical Headache.” Pensamiento Propio 47:207–220.",10.1080/08263663.2024.2344316,2018
"Tillman, June Boyce. (2020). Job: A Masque For Living: Creativity As Palimpsest. Usuteaduslik Ajakiri, 1(77), s. 180–221.",10.61742/sanatyazilari.1378397,2020
"Liu, X. (2021). Correlation analysis between the development of digital economy and the status of global value chain division of labor. Journal of Commercial Economics, 13, 174–177.",10.1007/s13132-023-01698-8,2021
"Zhuang, Q.-Y.; Zhang, S.; Shi, D.-Q.; Tu, S.-J.; Wang, X.-S. Synthesis and Crystal Structure of Ethyl 2-amino-7,7-dimethyl-4-(4′-fluorophenyl)-5-oxo-5,6,7,8-tetrahydro-4H-benzo [b] pyran-2-carboxylate in Water. J. Xuzhou Normal Univ. (Nat. Sci.) 2003, 21, 46–49.",10.1515/ncrs-2024-0344,2003
